"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","9 PureView","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 40, 41, 66 - TA-1082",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps","2019, February 24","Available. Released 2019, March 15","155 x 75 x 8 mm (6.10 x 2.95 x 0.31 in)","172 g (6.07 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~79.7% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)","Adreno 630","No","128GB 6GB RAM",,"Zeiss optics, dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30fps, HDR","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm","HDR","2160p@30fps, 1080p@30fps, HDR","Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","Yes","No","3.1, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Po 3320 mAh battery","Fast charging 18W  Quick Charge 3.0  USB Power Delivery  Fast wireless charging 10W - Qi  Fast wireless charging 5W - PMA","Midnight Blue","$ 399.99 / € 538.92 / £ 505.00 / ₹ 36,899",,"Glass front (Gorilla Glass 5), glass back, aluminum frame","Corning Gorilla Glass 5","Always-on display  HDR10","UFS 2.1","TA-1094, A-1087, TA-1082",,"0.88 W/kg (head)     0.86 W/kg (body)   �","1.31 W/kg (head)   �",,"AnTuTu: 288473 (v7) GeekBench: 8986 (v4.4) GFXBench: 19fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 5.981 (sunlight)","Photo / Video","Voice 68dB / Noise 71dB / Ring 81dB","Noise -94.0dB / Crosstalk -93.2dB","Endurance rating 79h","IP67 dust/water resistant (up to 1m for 30 mins)",,"ANT+",,,,,,,,,,,"5x 12 MP, f/1.8, 28mm (wide), 1/2.9"", 1.25µm  (2x RGB & 3x B/W cameras, working simultaneously)  TOF 3D, (depth)","24-bit/192kHz audio",,,,,,,,,
"Nokia","4.2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - Global","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA, APAC, MENA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February 24","Available. Released 2019, May 07","149 x 71.3 x 8.4 mm (5.87 x 2.81 x 0.33 in)","161 g (5.68 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm (~76.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","Qualcomm SDM439 Snapdragon 439 (12 nm)","Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53)","Adreno 505","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM",,"LED flash","1080p@30fps","8 MP, f/2.0, 1/4"", 1.12µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","Yes (market dependent)","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Non-removable Li-Ion 3000 mAh battery",,"Black, Pink Sand","$ 127.24 / € 136.00 / £ 89.00 / ₹ 10,099","1, 3, 5, 8, 40, 41 - India","Glass front, glass back, plastic frame",,,"eMMC 5.1","TA-1184, TA-1133, TA-1149, TA-1150, TA-1157, TA-1152",,"0.45 W/kg (head)     1.53 W/kg (body)   �","0.43 W/kg (head)     1.08 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF  2 MP, (depth)",,,,,,,,
"Nokia","3.2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40 - EMEA, APAC, MENA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February 24","Available. Released 2019, May 22","159.4 x 76.2 x 8.6 mm (6.28 x 3.00 x 0.34 in)","181 g (6.38 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","Qualcomm SDM429 Snapdragon 429 (12 nm)","Quad-core 1.8 GHz Cortex-A53","Adreno 504","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM",,"LED flash","1080p@30fps","5 MP, f/2.2, 27mm (wide), 1/5"", 1.12µm",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,"FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted, 32/3GB only), accelerometer, proximity","Non-removable Li-Ion 4000 mAh battery","Standard charging 10W","Black, Steel","$ 179.00 / € 113.00 / £ 109.99 / ₹ 6,390","1, 3, 5, 8, 40, 41 - India","Glass front, plastic back, plastic frame",,,"eMMC 5.1","TA-1156, TA-1159, TA-1164","13 MP, f/2.2, 1/3.1"", 1.12µm, AF","0.24 W/kg (head)     1.63 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nokia","1 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 850 / 900 / 2100 - Global","1, 3, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February 24","Available. Released 2019, February 24","145 x 70.4 x 8.6 mm (5.71 x 2.77 x 0.34 in)","138.4 g (4.87 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~75.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)","Android 9.0 Pie (Go edition)","Mediatek MT6739WW (28 nm)","Quad-core 1.5 GHz Cortex-A53","PowerVR GE8100","microSDXC (dedicated slot)","8GB 1GB RAM, 16GB 1GB RAM",,"LED flash","720p@30fps","5 MP",,"720p","Yes","Yes","Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP","Yes, with A-GPS, GLONASS",,"FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 2500 mAh battery",,"Black, Red, Blue","€ 76.90 / £ 57.07","1, 2, 3, 4, 5, 7, 8, 12, 17, 28 - LATAM","Glass front, plastic back, plastic frame",,,"eMMC 5.1","TA-1130, TA-1111, TA-1123, TA-1127, TA-1131","8 MP, AF","0.59 W/kg (head)     1.79 W/kg (body)   �","0.96 W/kg (head)     0.72 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nokia","210","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2019, February","Available. Released 2019, March","120.8 x 53.5 x 13.8 mm (4.76 x 2.11 x 0.54 in)","82 g (2.89 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~27.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"Mediatek MT6260A",,,"microSDHC (dedicated slot)","16MB",,"LED flash","Yes",,,,"Yes","Yes","No","3.0","No",,"FM radio","microUSB 2.0","V1","Removable Li-Ion 1020 mAh battery",,"Charcoal, Red, Grey","About 30 EUR",,"Glass front, plastic back, plastic frame",,,,"TA-1139","0.3 MP","1.18 W/kg (head)     1.55 W/kg (body)   �",,,,,,,,,"Flashlight","No","MP3 player",,"Yes","Yes","Yes","Yes","SMS","Yes","No",,,,,,,,,,,,,
"Nokia","8.1 (Nokia X7)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100 - TA-1119 (Global), TA-1131 (China)","1, 3, 5, 6, 8, 20, 28, 38, 40, 41 - TA-1119 (Global)",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, October 16","Available. Released 2018, December 05","154.8 x 75.8 x 8 mm (6.09 x 2.98 x 0.31 in)","180 g (6.35 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 95.3 cm (~81.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~408 ppi density)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",,"Zeiss optics, dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps (gyro-EIS)","20 MP, f/2.0, (wide), 1/3"", 0.9µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3500 mAh battery","Fast charging 18W","Blue, Silver, Steel, Copper, Iron, Steel","$ 228.40 / € 318.00 / £ 489.00","1, 3, 5, 8, 34, 38, 39, 40, 41 - TA-1131 (China)","Glass front, glass back, plastic frame","NEG","HDR10","eMMC 5.1","TA-1099, TA-1113, TA-1115, TA-1131, TA-1119, TA-1121, TA-1128",,"0.51 W/kg (head)     1.49 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, OIS  13 MP",,,,,,,,
"Nokia","106 (2018)","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2018, November","Available. Released 2018, November","111.2 x 49.5 x 14.4 mm (4.38 x 1.95 x 0.57 in)","70.2 g (2.47 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.0 cm (~18.2% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,"Mediatek MT6261D",,,"No","4MB 4MB RAM",,,,,,,"Yes","TBC","No","No","No",,"FM radio","microUSB 2.0 (charging only)","V1","Removable Li-Ion 800 mAh battery",,"Black","About 20 EUR",,"Glass front, plastic back, plastic frame",,,,"TA-1114",,"1.49 W/kg (head)     1.23 W/kg (body)   �",,,,,,,,,"Flashlight",,,"Up to 504 h","No","No","Yes","Yes","SMS","Yes","No","Up to 16 h","No",,,,,,,,,,,
"Nokia","3.1 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","2, 4, 5, 12, 14, 29, 30 - USA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, October","Available. Released 2018, October","156.9 x 76.4 x 8.2 mm (6.18 x 3.01 x 0.32 in)","180 g (6.35 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~77.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","Mediatek MT6762 Helio P22 (12 nm) - GlobalQualcomm SDM439 Snapdragon 439 (12 nm) - USA","Octa-core 2.0 GHz Cortex-A53 - GlobalOcta-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53) - USA","PowerVR GE8320 - GlobalAdreno 505 - USA","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2","LED flash, HDR","720p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes (USA, APAC & EMEA)","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3500 mAh battery","Standard charging 10W","Blue, White, Gray","€ 119.99 / ₹ 7,140","HSDPA 850 / 1700(AWS) / 1900 - USA","Glass front, aluminum back, aluminum frame",,,"eMMC 5.1","TA-1118, TA-1125, TA-1113, TA-1117, TA-1124, TA-1125",,"0.41 W/kg (head)     1.58 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,,,,,"13 MP, f/2.0, AF  5 MP, f/2.4, (depth)",,,,,,,,
"Nokia","7.1","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 40, 66 - USA",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, October 04","Available. Released 2018, October 28","149.7 x 71.2 x 8 mm (5.89 x 2.80 x 0.31 in)","160 g (5.64 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm (~79.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)","Android 8.1 (Oreo), upgradable to Android 10.0; Android One","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)","Adreno 509","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM",,"Zeiss optics, dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps (gyro-EIS)","8 MP, f/2.0, 24mm (wide)",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS","Yes","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3060 mAh battery","Fast charging 18W","Gloss midnight blue, gloss steel","$ 169.99 / € 222.97 / £ 144.99 / ₹ 13,990","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA","Glass front (Gorilla Glass 3), glass back, aluminum frame","Corning Gorilla Glass 3","HDR10","eMMC 5.1","TA-1100, TA-1097, TA-1085, TA-1095, TA-1096",,"0.26 W/kg (head)     1.74 W/kg (body)   �",,,"AnTuTu: 117175 (v7) GeekBench: 4975 (v4.4) GFXBench: 5.9fps (ES 3.1 onscreen)","Contrast ratio: 1300:1 (nominal), 2.804 (sunlight)","Photo / Video","Voice 75dB / Noise 76dB / Ring 81dB","Noise -91.0dB / Crosstalk -94.4dB","Endurance rating 80h",,,,"Up to 408 h (3G)",,,,,,,,"Up to 19 h 30 min (3G)",,,,"12 MP, f/1.8, 1.28µm, Dual Pixel PDAF  5 MP, f/2.4, (depth)",,,,,,,,
"Nokia","6.1 Plus (Nokia X6)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July 23","Available. Released 2018, August 21","147.2 x 71 x 8 mm (5.80 x 2.80 x 0.31 in)","151 g (5.33 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.8 inches, 85.1 cm (~81.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)","Android 8.1 (Oreo), upgradable to Android 10.0; Android One","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)","Adreno 509","microSDXC (uses shared SIM slot)","32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps (gyro-EIS)","16 MP, f/2.0, 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3060 mAh battery","Fast charging 18W  Quick Charge 3.0","Black, Blue, White","$ 176.20 / € 179.99 / £ 257.00 / ₹ 9,499",,"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame","Corning Gorilla Glass 3",,"eMMC 5.1","TA-1099, TA-1103, TA-1083, TA-1099",,"0.94 W/kg (head)     1.82 W/kg (body)   �",,,"AnTuTu: 115571 (v7) GeekBench: 4929 (v4.4) GFXBench: 5.9fps (ES 3.1 onscreen)",,,,,,,,,,,,,,,,,,,,,"16 MP, f/2.0, 1.0µm, PDAF  5 MP, f/2.4, (depth)",,,,,,,,
"Nokia","5.1 Plus (Nokia X5)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 38, 40, 66 - USA",,"HSPA, LTE Cat4 150/50 Mbps","2018, July 18","Available. Released 2018, December 05","149.5 x 72 x 8.1 mm (5.89 x 2.83 x 0.32 in)","160 g (5.64 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.86 inches, 85.7 cm (~79.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~287 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x1.8 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53) - GlobalOcta-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53) - China","Mali-G72 MP3","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2, 26mm (wide)",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,"FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3060 mAh battery",,"Night black, Glacier white, Baltic sea blue","$ 134.99 / € 139.99 / £ 139.00 / ₹ 6,999","1, 3, 5, 8, 40, 41 - India","Glass front, glass back, plastic frame",,,"eMMC 5.1","TA-1120, TA-1105, TA-1102",,"0.78 W/kg (head)     1.89 W/kg (body)   �","1.10 W/kg (head)   �",,"AnTuTu: 119428 (v7) GFXBench: 7.4fps (ES 3.1 onscreen)",,,,,,,,,,,,,,,,,,,,,"13 MP, f/2.0, PDAF  5 MP, f/2.4, (depth)",,,,,,,,
"Nokia","5.1","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - APAC, EMEA, HK","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA, HK",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May","Available. Released 2018, August","151.1 x 70.7 x 8.3 mm (5.95 x 2.78 x 0.33 in)","150 g (5.29 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm (~73.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~439 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One","MediaTek Helio P18","Octa-core (4x2.0 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Mali-T860MP2","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM",,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps","8 MP",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 2970 mAh battery",,"Copper, Tempered Blue, Black","$ 92.99 / € 119.92 / £ 93.99 / ₹ 9,457","1, 3, 5, 40, 41 - India","Glass front (Gorilla Glass), aluminum back, aluminum frame (6000 series)","Corning Gorilla Glass (unspecified version)",,,"TA-1075, TA-1061, TA-1088, TA-1081, TA-1076","16 MP, PDAF","0.29 W/kg (head)     0.61 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,"Up to 19 h (3G)",,,,,"Up to 53 h",,,,,,,
"Nokia","3.1","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - APAC, EMEA, India","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May","Available. Released 2018, May","146.3 x 68.7 x 8.7 mm (5.76 x 2.70 x 0.34 in)","138.3 g (4.87 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 69.8 cm (~69.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~310 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One","Mediatek MT6750 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.0","HDR","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","Yes (APAC & EMEA only)","FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 2990 mAh battery",,"Blue/Copper, Black/Chrome, White/Iron","$ 99.99 / £ 71.47 / ₹ 7,499","1, 3, 5, 40, 41 - India","Glass front (Gorilla Glass 3), plastic back, aluminum frame","Corning Gorilla Glass 3",,"eMMC 5.1","TA-1049, TA-1057, TA-1063, TA-1070, TA-1074","13 MP, f/2.0, AF","0.64 W/kg (head)     1.79 W/kg (body)   �",,,"GeekBench: 2624 (v4.4) GFXBench: 2fps (ES 3.1 onscreen)","Contrast ratio: 1490:1 (nominal), 2.837 (sunlight)","Photo / Video","Voice 70dB / Noise 70dB / Ring 78dB","Noise -84.3dB / Crosstalk -88.9dB","Endurance rating 56h",,,,,,,,,,,,"Up to 18 h (3G)",,,,,"Up to 84 h",,,,,,,
"Nokia","2.1","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - APAC, EMEA, India","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May","Available. Released 2018, August","153.6 x 77.6 x 9.7 mm (6.05 x 3.06 x 0.38 in)","174 g (6.14 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 8.1 Oreo (Go edition), upgradable to Android 9.0 Pie (Go edition); Android One","Qualcomm MSM8917 Snapdragon 425 (28 nm)","Quad-core 1.4 GHz Cortex-A53","Adreno 308","microSDXC (dedicated slot)","8GB 1GB RAM",,"LED flash","720p@30fps","5 MP",,"1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Non-removable Li-Ion 4000 mAh battery","Standard charging 10W","Blue/Copper, Blue/Silver, Grey/Silver","$ 99.99 / € 91.67 / £ 64.98 / ₹ 5,427","1, 3, 5, 40, 41 - India","Glass front (Gorilla Glass 3), plastic back, aluminum frame","Corning Gorilla Glass 3",,"eMMC 5.1","TA-1080, TA-1092, TA-1084, TA-1093, TA-1086","8 MP, AF","0.83 W/kg (head)     1.67 W/kg (body)   �",,,,,,,,,,,,,,,,,,,,"Up to 19 h (3G)",,,,,"Up to 128 h",,,,,,,
