"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","1680 classic","GSM","GSM 900 / 1800",,,,,"2008, April. Released 2008, July","Discontinued","108 x 46 x 15 mm, 66 cc (4.25 x 1.81 x 0.59 in)","73.7 g (2.57 oz)","Mini-SIM","TFT, 65K colors","1.85 inches, 10.8 cm (~21.7% screen-to-body ratio)","128 x 160 pixels (~111 ppi density)",,,,,"No","11MB",,,"Yes",,,,"Yes","No","No","No","No",,"No","No","V1","Removable Li-Ion 700 mAh battery (BL-5CA)",,"Black, Slate Gray, Wine Red, Deep Plum","About 40 EUR","GSM 850 / 1900 - American version",,,"Themes and wallpapers",,,"VGA","0.98 W/kg (head)   �","1.39 W/kg (head)     1.09 W/kg (body)   �",,,,,,,,,"No","Nokia Xpress Audio Messaging  Organizer  Voice memo","Up to 424 h","Class 10","Class 6","Up to 1000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes","Yes, MIDP 2.1","Up to 7 h 40 min",,,,,,,"WAP 2.0/xHTML",,"Vibration; Polyphonic(24), MP3 ringtones",,,
"Nokia","6300i","GSM","GSM 900 / 1800 / 1900",,,,,"2008, March. Released 2008, April","Discontinued","106.4 x 43.6 x 11.7 mm, 56 cc (4.19 x 1.72 x 0.46 in)","93 g (3.28 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 31 x 41 mm, 12.4 cm (~26.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSD (dedicated slot), 512 MB included","30MB",,,"QCIF",,,,"Yes","No","Wi-Fi 802.11b/g, UMA technology","2.0, A2DP","No",,"Stereo FM radio, RDS","miniUSB","V1","Removable Li-Ion 860 mAh battery (BL-4C)",,"Grey","About 120 EUR",,,,"Downloadable wallpapers, screensavers",,,"2 MP","0.97 W/kg (head)   �","1.08 W/kg (head)     0.30 W/kg (body)   �",,,,,,,,,"No","Nokia Maps  Push to talk  MP3/MP4/AAC/ACC+/eAAC+/WMA player   Voice memo  Voice command  Predictive text input  Organizer","Up to 340 h","Class 10","Class 10","1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + Downloadable","Yes, MIDP 2.0","Up to 3 h 30 min",,,,,,,"WAP 2.0/xHTML, HTML (Opera mini)",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","N96","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, February. Released 2008, September","Discontinued","103 x 55 x 18 mm, 92 cc (4.06 x 2.17 x 0.71 in)","125 g (4.41 oz)","Mini-SIM","TFT, 16M colors","2.8 inches, 24.3 cm (~42.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,"264 MHz Dual ARM 9",,"microSDHC (dedicated slot)","16GB 128MB RAM",,"Carl Zeiss optics, LED flash","480p@30fps","VGA videocall camera",,,"Yes","Yes","Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS","microUSB 2.0","Accelerometer","Removable Li-Ion 950 mAh battery (BL-5F)",,"Black, Silver, Quartz","About 220 EUR","HSDPA 850 / 1900 - American version",,,,,,"5 MP, AF","0.82 W/kg (head)   �","0.68 W/kg (head)     0.89 W/kg (body)   �",,,,,"Voice 73dB / Noise 76dB / Ring 78dB","Noise -90.6dB / Crosstalk -73.5dB",,"Dual slide design  Built-in kickstand",,"DVB-H TV broadcast receiver  WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  TV-out  Organizer  Document viewer (Word, Excel, PowerPoint, PDF)  Predictive text input  Push to talk   Voice dial/memo","Up to 220 h (2G) / 192 h (3G)",,,,,,,,"Up to 3 h 40 min (2G) / 2 h 36 min (3G)",,,,,"Up to 14 h",,"WAP 2.0/xHTML, HTML, RSS reader",,"Vibration, MP3, WAV ringtones",,,
"Nokia","N78","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, February. Released 2008, May","Discontinued","113 x 49 x 15.1 mm, 76.5 cc (4.45 x 1.93 x 0.59 in)","101.8 g (3.56 oz)","Mini-SIM","TFT, 16M colors","2.4 inches, 17.8 cm (~32.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian, S60 rel. 3.2",,"369 MHz ARM 11",,"microSD (dedicated slot)","76MB 96MB RAM",,"Carl Zeiss optics, LED flash","480p@15fps","CIF videocall camera",,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS; FM transmitter","microUSB 2.0","V1","Removable Li-Ion 1200 mAh battery (BL-6F)",,"Brown, Blue, White","About 170 EUR","HSDPA 850 / 1900 - American version",,,"Touch-sensitive Navi wheel",,,"3.15 MP, AF","1.00 W/kg (head)   �","1.26 W/kg (head)     1.04 W/kg (body)   �",,,,,"Voice 70dB / Noise 66dB / Ring 75dB","Noise -76.1dB / Crosstalk -72.37dB",,,,"WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Push to Talk  Voice command/dial  Organizer  Printing  Document viewer (Word, Excel, PowerPoint, PDF)  Predictive text input  Photo/video editor","Up to 320 h (2G) / 312 h (3G)",,,,,,,,"Up to 4 h 20 min (2G) / 3 h 10 min (3G)",,,,,,,"WAP 2.0/xHTML, HTML, RSS feeds",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","6220 classic","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, February. Released 2008, July","Discontinued","108 x 47 x 15 mm, 66 cc (4.25 x 1.85 x 0.59 in)","90 g (3.17 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,"369 MHz ARM 11",,"microSDHC (dedicated slot)","120MB 128MB RAM",,"Carl Zeiss optics, xenon flash","480p@30fps","Videocall camera",,,"Yes","No","No","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS","microUSB 2.0","V1","Removable Li-Ion 900 mAh battery (BP-5M)",,"Black and Cyan, Purple","About 160 EUR",,,,"Downloadable wallpapers, screensavers",,,"5 MP, AF","0.75 W/kg (head)   �","1.12 W/kg (head)     0.44 W/kg (body)   �",,,,,"Voice 70dB / Noise 65dB / Ring 69dB","Noise -75.4dB / Crosstalk -74.0dB",,,,"Push to talk  WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Document viewer (Word, Excel, PowerPoint, PDF)  TV-out  Voice memo  Predictive text input","Up to 250 h (2G) / 240 h (3G)",,,,,,,,"Up to 3 h 30 min (2G) / 2 h 30 min (3G)",,,"2.5 mm audio jack",,"Up to 13 h",,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,
"Nokia","6210 Navigator","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, February. Released 2008, July","Discontinued","103 x 49 x 14.9 mm, 89 cc (4.06 x 1.93 x 0.59 in)","117 g (4.13 oz)","Mini-SIM","TFT, 16M colors","2.4 inches, 17.8 cm (~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,"369 MHz ARM 11",,"microSDHC (dedicated slot)","120MB 128MB RAM",,"LED flash","480p@15fps","Videocall camera",,,"Yes","No","No","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS","miniUSB 2.0","Accelerometer, compass","Removable Li-Ion 950 mAh battery (BL-5F)",,"Black, Red","About 150 EUR","HSDPA 850 / 1900 - American version",,,,,,"3.15 MP, AF","0.76 W/kg (head)   �","0.83 W/kg (head)     1.05 W/kg (body)   �",,,,,"Voice 65dB / Noise 65dB / Ring 72dB",,,,,"WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Document viewer (Word, Excel, PowerPoint, PDF)  Predictive text input  Voice command/memo  Push to talk   Organizer  Printing","Up to 220 h (2G) / 240 h (3G)",,,,,,,,"Up to 3 h 40 min (2G) / 2 h 48 min (3G)",,,"2.5 mm audio jack",,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,
"Nokia","6124 classic","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA","2008, March. Released 2008, June","Discontinued","105 x 46 x 15 mm, 66 cc (4.13 x 1.81 x 0.59 in)","93 g (3.28 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","Symbian 9.2, S60 rel. 3.1",,"369 MHz ARM 11",,"microSD (dedicated slot)","35MB 64MB RAM 128MB ROM",,"LED flash","Yes","CIF videocall camera",,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","miniUSB","V1","Removable Li-Ion 890 mAh battery (BL-5B)",,"Black, White","About 140 EUR",,,,"Downloadable wallpapers, screensavers",,,"2 MP","1.11 W/kg (head)   �","0.58 W/kg (head)     0.78 W/kg (body)   �",,,,,,,,,,"Push to talk  WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Document viewer (Word, Excel, PowerPoint, PDF)  Voice memo  Predictive text input","Up to 230 h (2G) / 240 h (3G)",,,,,,,,"Up to 3 h 10 min (2G) / 2 h 24 min (3G)",,,,,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,
"Nokia","6650 fold","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, March. Released 2008, June","Discontinued","99.7 x 47 x 16.2 mm (3.93 x 1.85 x 0.64 in)","112 g (3.95 oz)","Mini-SIM","TFT, 16M colors","2.2 inches, 15.0 cm (~32.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","Symbian, Series 60 v3.2 UI",,"369 MHz ARM 11",,"microSD (dedicated slot)","30MB",,"LED flash","Yes",,,,"Yes","No","No","2.0, A2DP","Yes, with A-GPS",,"Stereo FM radio","Proprietary","V1","Removable Li-Ion 1500 mAh battery (BP-4L)",,"Silver, Black","About 80 EUR",,,,"Second external TFT display, 256K colors (128 x 160 pixels)  Downloadable screensavers,   wallpapers",,,"2 MP","0.64 W/kg (head)   �","0.87 W/kg (head)     0.70 W/kg (body)   �",,,,,,,,,"No","WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player   Predictive text input  Organizer  Voice dial/memo","Up to 350 h (2G) / 360 h (3G)",,,,,,,,"Up to 6 h (2G) / 4 h (3G)",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","3555","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 1700 / 2100",,,"Yes, 384 kbps","2007, November","Discontinued","99.6 x 44.3 x 20.5 mm (3.92 x 1.74 x 0.81 in)","94 g (3.32 oz)","Mini-SIM","TFT, 256K colors","1.8 inches, 10.2 cm (~23.1% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSDHC (dedicated slot)","30MB",,,"128x96@12fps",,,,"Yes","No","No","2.0, A2DP","No",,"No","Proprietary","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Black, Blue, Gray","About 50 EUR","UMTS 850 / 1900 - American version",,,"External 1-inch FSTN monohrome display (98 x 65 pixels)  5-way scrolling",,,"VGA","0.71 W/kg (head)   �","1.20 W/kg (head)     0.72 W/kg (body)   �",,,,,,,,,"No","MP3/AAC/M4A/eAAC+ player   Organizer  Stopwatch  Predictive text input  Voice dial/memo","Up to 240 h",,,"Yes, up to 1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + downloadable","Yes, MIDP 2.1","Up to 3 h",,,,,,,"WAP 2.0/xHTML, Adobe Flash Lite",,"Vibration; Downloadable polyphonic, MP3, video ringtones, AAC, eAAC+ ringtones",,,
"Nokia","3120 classic","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2008, February. Released 2008, April","Discontinued","111 x 45 x 13 mm, 60 cc (4.37 x 1.77 x 0.51 in)","85 g (3.00 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~24.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSDHC (dedicated slot)","24MB",,"LED flash","480p (newest firmware only)","VGA videocall camera",,,"Yes","No","No","2.0","No",,"Stereo FM radio","microUSB 2.0","V1","Removable Li-Ion 1000 mAh battery (BL-4U)",,"Graphite, Plum/Powder White, Deep Red, Chestnut Brown","About 100 EUR","UMTS 850 / 1900 - American version",,,,,,"2 MP","0.69 W/kg (head)   �","1.18 W/kg (head)     1.11 W/kg (body)   �",,,,,"Voice 69dB / Noise 69dB / Ring 71dB","Noise -76.6dB / Crosstalk -73.9dB",,,,"MP3/MP4/AAC/AAC+/eAAC+ player  Organizer  Voice memo  Predictive text input","Up to 290 h (2G) / 288 h (3G)",,,"Yes, 2000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS 1.2, Email, Push Email, IM","Yes","Yes, MIDP 2.0","Up to 3 h 30 min (2G) / 2 h 45 min (3G)",,,,,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","7900 Crystal Prism","GSM / UMTS","GSM 850 / 900 / 1800 / 1900","UMTS 850 / 2100",,,"Yes, 384 kbps","2008, January. Released 2008, June","Discontinued","112 x 45 x 11.3 mm, 55 cc (4.41 x 1.77 x 0.44 in)","101 g (3.56 oz)","Mini-SIM","OLED, 16M colors","2.0 inches, 12.4 cm (~24.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","1GB",,"LED flash","QCIF",,,,"Yes","No","No","2.0","No",,"No","microUSB","V1","Removable Li-Ion 850 mAh battery (BL-6P)",,"Black","About 170 EUR",,,,,,,"2 MP","0.93 W/kg (head)   �","0.83 W/kg (head)     0.81 W/kg (body)   �",,,,,,,,,"No","UPnP technology  MP3/AAC/eAAC+/WMA player  Predictive text input  Organizer  Voice memo  Living wallpaper  Configurable keypad backlighting color","Up to 240 h",,,"Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + downloadable","Yes, MIDP 2.0","Up to 3 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","2600 classic","GSM","GSM 900 / 1800",,,,,"2008, January. Released 2008, March","Discontinued","109.6 x 46.7 x 12 mm, 63.5 cc (4.31 x 1.84 x 0.47 in)","73.2 g (2.57 oz)","Mini-SIM","TFT, 65K colors","1.77 inches, 9.9 cm (~19.3% screen-to-body ratio)","128 x 160 pixels (~116 ppi density)",,,,,"No","10MB",,,"Yes",,,,"Yes","No","No","2.0","No",,"FM radio","No","V1","Removable Li-Ion 870 mAh battery (BL-5BT)",,"Black, Orange, Blue, Beige","About 60 EUR",,,,"5-way navigation key",,,"VGA","0.85 W/kg (head)   �","1.43 W/kg (head)     0.75 W/kg (body)   �",,,,,,,,,"No","Organizer  Voice memo  Expense manager  Predictive text input","Up to 580 h","Yes","Yes, DL only","1000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes","Yes, MIDP 2.0","Up to 6 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","1209","GSM","GSM 900 / 1800",,,,,"2008, January. Released 2008, August","Discontinued","102 x 44.1 x 17.5 mm, 70.5 cc (4.02 x 1.74 x 0.69 in)","79.9 g (2.75 oz)","Mini-SIM","CSTN, 65K colors","1.4 inches, 27.6 x 21.8 mm, 6.3 cm (~14.1% screen-to-body ratio)","96 x 98 pixels, 1:1 ratio (~98 ppi density)",,,,,"No",,,,,,,,"Yes","No","No","No","No",,"No","No","V1","Removable Li-Ion 700 mAh battery (BL-5CA)",,"Blue, Gray","About 40 EUR","GSM 850 / 1900 - US version",,,"5-way navigation key",,,,"1.01 W/kg (head)   �",,,,,,,,,"Dust-resistant keypad  Flashlight",,"Organizer  Stopwatch  Predictive text input","Up to 365 h","No","No","Multiple phonebooks with up to 200 entries","20 dialed, 20 received, 20 missed calls","SMS(up to 60)","Yes","No","Up to 7 h","No",,"2.5 mm audio jack",,,,"No",,"Vibration; Downloadable polyphonic ringtones","80 languages",,
"Nokia","3110 Evolve","GSM","GSM 900 / 1800 / 1900",,,,,"2007, December. Released 2008","Discontinued","108.5 x 45.7 x 15.6 mm, 72 cc (4.27 x 1.80 x 0.61 in)","87 g (3.07 oz)","Mini-SIM","TFT, 256K colors","1.8 inches, 10.2 cm (~20.6% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSD (dedicated slot)","9MB",,,"Yes",,,,"Yes","No","No","2.0, A2DP","No",,"Stereo FM radio","miniUSB","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Grey","About 100 EUR",,,,"5-way navigation key  Downloadable wallpapers, screensavers",,,"1.3 MP","0.96 W/kg (head)   �","1.10 W/kg (head)     0.33 W/kg (body)   �",,,,,,,,,"No","MP3/MP4/AAC+/3gp/WMA player  Organizer  Voice memo  Voice command  Predictive text input  Push to talk","Up to 380 h","Class 10","Class 10","Yes","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Downloadable","Yes, MIDP 2.0","Up to 3 h 30 min",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,
"Nokia","N82","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 2100",,,"HSPA","2007, November. Released 2007, November","Discontinued","112 x 50.2 x 17.3 mm, 90 cc (4.41 x 1.98 x 0.68 in)","114 g (4.02 oz)","Mini-SIM","TFT, 16M colors","2.4 inches, 17.8 cm (~31.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.2, S60 rel. 3.1",,"332 MHz Dual ARM 11","3D Graphics HW Accelerator","microSDHC (dedicated slot), 2 GB included","100MB 128MB RAM",,"Carl Zeiss optics, xenon flash","480p@30fps","CIF videocall camera",,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio","microUSB 2.0","Accelerometer","Removable Li-Ion 1050 mAh battery (BP-6MT)",,"Silver, Black","About 170 EUR",,,,,,,"5 MP, AF","1.07 W/kg (head)   �","1.16 W/kg (head)     1.20 W/kg (body)   �",,,,,"Voice 70dB / Noise 61dB / Ring 65dB","Noise -81.6dB / Crosstalk -69.3dB",,,,"MP3/WMA/WAV/RA/AAC/M4A player  MP4/H.264/RV/AVC player  Document viewer (Word, Excel, PowerPoint, PDF)  Organizer  Voice dial/memo  TV-out  Push to talk  Predictive text input","Up to 225 h (2G) / 216 h (3G)",,,,,,,,"Up to 4 h 20 min (2G) / 3 h 10 min (3G)",,,,,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,
"Nokia","8800 Sapphire Arte","GSM / UMTS","GSM 900 / 1800 / 1900","UMTS 2100",,,"Yes, 384 kbps","2007, November. Released 2008, February","Discontinued","109 x 45.6 x 14.6 mm, 65 cc (4.29 x 1.80 x 0.57 in)","150 g (5.29 oz)","Mini-SIM","OLED, 16M colors","2.0 inches, 12.4 cm (~24.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","1GB",,,"480p@15fps",,,,"Yes","No","No","Yes","No",,"No","microUSB, USB On-The-Go","Accelerometer","Removable Li-Ion 1000 mAh battery (BL-4U)",,"Brown","About 720 EUR",,,"Scratch-resistant glass","Sapphire gem stone on D-pad",,,"3.15 MP, AF","0.34 W/kg (head)   �","0.39 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,,"No","MP3 player  Voice memo  Predictive text input  Organizer","Up to 300 h (2G) / 288 h (3G)",,,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + Downloadable","Yes, MIDP 2.0","Up to 3 h (2G) / 2 h 45 min (3G)",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3, video ringtones ringtones",,,
"Nokia","8800 Arte","GSM / UMTS","GSM 900 / 1800 / 1900","UMTS 2100",,,"Yes, 384 kbps","2007, November. Released 2007, December","Discontinued","109 x 45.6 x 14.6 mm, 65 cc (4.29 x 1.80 x 0.57 in)","150 g (5.29 oz)","Mini-SIM","OLED, 16M colors","2.0 inches, 12.4 cm (~24.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"No","1GB",,,"480p@15fps",,,,"Yes","No","No","2.0","No",,"No","microUSB, USB On-The-Go","Accelerometer","Removable Li-Ion 1000 mAh battery (BL-4U)",,"Black","About 610 EUR",,,"Scratch-resistant glass",,,,"3.15 MP, AF",,,,,,,"Voice 66dB / Noise 66dB / Ring 66dB",,,,"No","MP3/AAC/eAAC player  Voice memo  Predictive text input  Calculator","Up to 300 h",,,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email","Yes  + Downloadable","Yes, MIDP 2.1","Up to 3 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, MP3, video ringtones ringtones",,,
"Nokia","6301","GSM","GSM 900 / 1800 / 1900",,,,,"2007, September. Released 2008, March","Discontinued","106.8 x 43.8 x 13.1 mm, 55.6 cc (4.20 x 1.72 x 0.52 in)","93 g (3.28 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~26.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSD (dedicated slot)","30MB",,,"QCIF",,,,"Yes","No","Wi-Fi 802.11 b/g, UMA technology","2.0","No",,"Stereo FM radio","miniUSB","V1",,,"Cocoa","About 130 EUR",,,,"Downloadable wallpapers, screensavers",,,"2 MP","0.51 W/kg (head)   �","0.71 W/kg (head)     0.55 W/kg (body)   �",,,,,,,,,"No","Push to talk  MP3/MP4/AAC/AAC+/eAAC+ player   Voice memo  Voice command  Predictive text input  Organizer",,"Class 10","Class 10","1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Yes  + Downloadable","Yes, MIDP 2.0",,,,,,,,"WAP 2.0/xHTML, Adobe Flash Lite",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","E51","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 2100",,,"HSPA 3.6/0.384 Mbps","2007, September. Released 2007, November","Discontinued","114.8 x 46 x 12 mm, 61 cc (4.52 x 1.81 x 0.47 in)","100 g (3.53 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~23.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","Symbian OS 9.2, Series 60 v3.1 UI",,"369 MHz ARM 11",,"microSDHC (dedicated slot)","130MB 96MB RAM",,,"320p@15fps",,,,"Yes","No","Wi-Fi 802.11b/g, VoIP over WLAN","2.0, A2DP","No",,"FM radio","miniUSB 2.0","V1","Removable Li-Ion 1050 mAh battery ( BP-6MT)",,"Black, Silver","About 120 EUR",,,,"Five-way scroll key  Downloadable themes",,,"2 MP","1.47 W/kg (head)   �","1.38 W/kg (head)     0.75 W/kg (body)   �",,,,,"Voice 67dB / Noise 65dB / Ring 71dB","Noise -76.4dB / Crosstalk -74.8dB",,,"No","Push to talk  WMV/RV/MP4/3GP player  MP3/WMA/WAV/RA/AAC/M4A player  Document viewer (Word, Excel, PowerPoint, PDF) incl. MS Office 2007 support via free update  Predictive text input  Voice command/memo  Organizer","Up to 310 h",,,,,,,,"Up to 4 h 20 min",,,"2.5 mm audio jack",,,,"WAP 2.0/xHTML, HTML","Yes","Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","E51 camera-free","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 2100",,,"HSPA 3.6/0.384 Mbps","2008, February. Released 2008, Q2","Discontinued","114.8 x 46 x 12 mm, 61 cc (4.52 x 1.81 x 0.47 in)","100 g (3.53 oz)","Mini-SIM","TFT, 16M colors","2.0 inches, 12.4 cm (~23.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","Symbian OS 9.2, Series 60 v3.1 UI",,"369 MHz ARM 11",,"microSDHC (dedicated slot)","130MB 96MB RAM",,,,,,,"Yes","No","Wi-Fi 802.11b/g, VoIP over WLAN","2.0, A2DP","No",,"FM radio","miniUSB 2.0","V1","Removable Li-Ion 1050 mAh battery ( BP-6MT)",,"Black, Silver","About 130 EUR",,,,"Five-way scroll key  Downloadable themes",,,,"1.38 W/kg (head)   �","1.47 W/kg (head)     0.75 W/kg (body)   �",,,,,,,,,,"Push to talk  WMV/RV/MP4/3GP player  - MP3/WMA/WAV/RA/AAC/M4A player  - Document viewer  Predictive text input  - Voice command/memo  - Organizer  - Nokia Intellisync Wireless Email  - Exchange mail","Up to 310 h",,,,,,,,"Up to 4 h 20 min","No",,,,,,"WAP 2.0/xHTML, HTML","Yes","Vibration; Downloadable polyphonic, MP3 ringtones",,,
