"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","selfie_camera_dual","misc_models","sound_�","main_camera_dual","comms_radio","body_�","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","camera_�","misc_sar","misc_sar_eu","tests_audio_quality","main_camera_single","battery_stand-by","battery_talk_time","comms_infrared_port","features_�","network_gprs","network_edge","selfie_camera_�"
"Oppo","F15","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE-A","2020, January","Available. Released 2020, January","160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in)","172 g (6.07 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 8GB RAM","UFS 2.1","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4025 mAh battery","Fast charging 20W, 50% in 30 min (advertised)  VOOC 3.0","Lightening Black, Unicorn White","£ 299.89 / ₹ 21,990",,,"CPH2001",,,"FM radio",,,,,,,,,"1.20 W/kg (head)     0.55 W/kg (body)   �",,,,,,,,,,
"Oppo","Reno3 Pro 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 66 - Global","1, 41, 78 SA/NSA - China only","HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps","2019, December","Available. Released 2019, December","159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in)","171 g (6.03 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm (~89.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Corning Gorilla Glass 5","500 nits typ. brightness (advertised)  800 nits max brightness (advertised)  90Hz refresh rate","Android 10.0; ColorOS 7","Qualcomm SDM765 Snapdragon 765G (7 nm)","Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)","Adreno 620","No","128GB 8GB RAM, 256GB 12GB RAM","UFS 2.1","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120/240fps; gyro-EIS, OIS","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4025 mAh battery","Fast charging 30W, 50% in 20 min (advertised)  VOOC 4.0","Black, White, Starry Night, Sunrise, Classic Blue","$ 769.99","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41 - China",,"PCRM00, PCRT00, CPH2009",,,,,,"AnTuTu: 165224 (v7), 22781 (v8)  GeekBench: 7028 (v4.4), 1517 (v5.1)",,,,,,,"0.82 W/kg (head)     1.29 W/kg (body)   �",,,,,,,,,
"Oppo","Reno3 Youth","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","1, 41, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)","2020, February 8","Available. Released 2020, February 14","160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)","180 g (6.35 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 98.9 cm (~83.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 10.0; ColorOS 7","Qualcomm SDM765 Snapdragon 765G (7 nm)","Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)","Adreno 620","No","128GB 8GB RAM","UFS 2.1","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4025 mAh battery","Fast charging 30W, 50% in 20 min (advertised)  VOOC 4.0","White, Black, Gold","About 400 EUR","CDMA2000 1xEV-DO",,"PCLM50",,,,,,,,,,,,,,,,,,,,,,
"Oppo","Reno3 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","1, 41, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G 4.7/2.5 Gbps","2019, December","Available. Released 2019, December","160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)","181 g (6.38 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 10.0; ColorOS 7","Mediatek MT6885Z Dimensity 1000L (7nm)","Octa-core (2x2.2 GHz Cortex-A77 & 6x2.0 GHz Cortex A55)","Mali-G77 MP9","No","128GB 8GB RAM, 128GB 12GB RAM","UFS 2.1","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF, OIS  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4025 mAh battery","Fast charging 30W, 50% in 20 min (advertised)  VOOC 4.0","White, Black, Starry Night Blue, Sunrise","About 440 EUR","CDMA2000 1xEV-DO",,"PCHM30",,,,,,,,,,,,,,,,,,,,,,
"Oppo","A91","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 1700(AWS) / 1900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE-A","2019, December","Available. Released 2019, December","160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in)","172 g (6.07 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 8GB RAM","UFS 2.1","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4025 mAh battery","Fast charging 20W, 50% in 30 min (advertised)  VOOC 3.0","Dark Blue, Red, Blue","About 260 EUR","CDMA 800 & TD-SCDMA",,"PCPM00",,,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A8","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December","Available. Released 2019, December","163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in)","180 g (6.35 oz)","Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"480 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6765V/CB Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (dedicated slot)","128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.0","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4230 mAh battery",,"Green, Black","About 150 EUR","CDMA2000 1xEV-DO",,"PDBM00",,,"FM radio",,"12 MP, f/1.8, (wide), PDAF  2 MP, f/2.4, 27mm (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,
"Oppo","A11","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, October","Available. Released 2019, October","163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in)","195 g (6.88 oz)","Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 9.0 (Pie); ColorOS 6.0","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","UFS 2.1","12 MP, f/1.8, (wide), PDAF  8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 5000 mAh battery","Power bank/Reverse charging  Standard charging 10W","Purple, Lake Green, Cloud White","About 200 EUR","CDMA 800 & TD-SCDMA",,"PCHM10, PCHT10","24-bit/192kHz audio",,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","K5","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 1700(AWS) / 1900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE-A","2019, October","Available. Released 2019, October","158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in)","182 g (6.42 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6.1","Qualcomm SDM730 Snapdragon 730G (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","microSDXC (dedicated slot)","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1","64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 30W, 67% in 30 min (advertised)  VOOC 4.0","Cyber ​​metal, Fantasy forest, Polar sunshine","$ 339.99","CDMA 800 & TD-SCDMA",,,,,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","Reno Ace","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",,"HSPA, LTE-A","2019, October","Available. Released 2019, October","161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in)","200 g (7.05 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Corning Gorilla Glass 6","500 nits typ. brightness (advertised)  HDR10  90Hz refresh rate","Android 9.0 (Pie), upgradable to Android 10.0; ColorOS 7.0","Qualcomm SM8150 Snapdragon 855+ (7 nm)","Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485)","Adreno 640 (700 MHz)","No","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","UFS 3.0","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm, AF  2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/120/240fps; (gyro-EIS); video rec. only with main camera","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes, with dual speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS","Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 65W, 100% in 30 min (advertised)  SuperVOOC 2.0","Electric purple, Interstellar blue, Gundam Edition","$ 657.49","CDMA2000 1xEV-DO",,"PCLM10",,,"FM radio",,,"AnTuTu: 354367 (v7), 434063 (v8)  GeekBench: 11008 (v4.4), 2627 (v5.1)  GFXBench: 35fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 79dB / Noise 75dB / Ring 87dB","Endurance rating 99h",,,,"Noise -92.0dB / Crosstalk -93.3dB",,,,,,,,
"Oppo","Reno A","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, September","Available. Released 2019, October","158.4 x 75.4 x 7.8 mm (6.24 x 2.97 x 0.31 in)","169.5 g (6.00 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","microSDXC (uses shared SIM slot)","128GB 6GB RAM",,,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.4, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3600 mAh battery",,"Blue, Black","About 280 EUR",,,"CPH1983",,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF  2 MP, (depth)","No","IP67 dust/water resistant (up to 1m for 30 mins)",,,,,,,,,,,,,,,,,,
"Oppo","A5 (2020)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September","Available. Released 2019, October","163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Corning Gorilla Glass 3","480 nits max brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1","12 MP, f/1.8, (wide), 1/2.8"", 1.25µm, PDAF  8 MP, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","LED flash, HDR, panorama","2160p@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes (market dependent)","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 5000 mAh battery","Power bank/Reverse charging","Mirror Black, Dazzling White","$ 229.00 / € 166.89 / £ 178.90 / ₹ 12,490","1, 3, 5, 8, 38, 40, 41",,"CPH1931, CPH1959, CPH1933, CPH1935, CPH1943","24-bit/192kHz audio",,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A9 (2020)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA, LTE-A","2019, September","Available. Released 2019, September","163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Corning Gorilla Glass 3","480 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","128GB 4GB RAM, 128GB 8GB RAM","UFS 2.1","48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF  8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 5000 mAh battery","Standard charging 10W  Reverse charging","Marine Green, Space Purple, Vanilla Mint","$ 279.99 / € 256.89 / £ 219.00 / ₹ 15,990",,,"CPH1937, CPH1939, CPH1941","24-bit/192kHz audio",,"FM radio",,,,,,,,,,,,,,,,,,,
