brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,connectivity_rating,performance_rating,design_rating,user_rating,battery,cpu,density,diagonal,front_camera,main_camera,os,os_version,processor_model,ram,resolution,screen_type,size,storage,usable_surface,weight,aspect_ratio
Vivo,Vivo Y93,149,//cdn-files.kimovil.com/phone_front/0002/72/thumb_171752_phone_front_x_small.jpeg,On Sale,5.8,7,4.9,4.2,6.2,6.7,0,4030 mAh,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.2,8 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),Qualcomm Snapdragon 439,3 GB RAM,720 x 1520 px,LCD IPS,75.1 mm  155.1 mm  8.3 mm,64 GB,82%,163 g,19:09
Vivo,Vivo X21s,362,//cdn-files.kimovil.com/phone_front/0003/25/thumb_224970_phone_front_x_small.jpeg,On Sale,6.6,5.7,6.4,5.7,7.1,7.9,0,3400 mAh,4x Kryo 260 2.2 Ghz,402 ppi Very high density,6.41,25 Mpx/2.0,12.2 Mpx/1.8,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),Qualcomm Snapdragon 660 MSM8976 Plus,6 GB RAM,1080 x 2340 px,Super Amoled,75.1 mm  157.9 mm  7.9 mm,128 GB,85%,156 g,19.5:9
Vivo,Vivo Y93s,181,//cdn-files.kimovil.com/phone_front/0002/76/thumb_175825_phone_front_x_small.jpeg,On Sale,5.8,6.6,5.1,4.4,6.4,6.7,0,4030 mAh,ARM Cortex,271 ppi Medium Density,6.2,8 Mpx/2.2,13 Mpx/1.8,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),MediaTek Helio P22 MT6762,4 GB RAM,720 x 1520 px,LCD IPS,75.1 mm  155.1 mm  8.3 mm,128 GB,82%,163 g,19:09
Vivo,Vivo NEX Dual Display,431,//cdn-files.kimovil.com/phone_front/0002/77/thumb_176073_phone_front_x_small.jpeg,On Sale,7.2,6,7.7,6.5,8.2,7.6,0,3500 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,403 ppi Very high density,6.39,--/--,12 Mpx/1.8,Android 9.0P,Funtouch 4.5 OS (Android 9.0 Pie),Qualcomm Snapdragon 845,10 GB RAM,1080 x 2340 px,Super Amoled,75.3 mm  157.2 mm  8.1 mm,128 GB,84%,199 g,19.5:9
Vivo,Vivo U1,151,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191008_phone_front_x_small.jpeg,On Sale,5.9,7,5,4.7,6.3,6.7,0,4030 mAh,4x1.95 GHz ARM Cortex,271 ppi Medium Density,6.2,8 Mpx/2.0,13 Mpx/2.2,Android 8.0Oreo,Funtouch 4.5 OS (Android 8.1 Oreo),Qualcomm Snapdragon 439,3 GB RAM,720 x 1520 px,LCD IPS,75.1 mm  155.1 mm  8.3 mm,64 GB,82%,163 g,19:09
Vivo,Vivo iQOO,378,//cdn-files.kimovil.com/phone_front/0002/94/thumb_193289_phone_front_x_small.jpeg,On Sale,7.7,7.2,7.7,7.3,8.4,7.7,0,4000 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,402 ppi Very high density,6.41,12 Mpx/2.0,12 Mpx/1.79,Android 9.0P,Funtouch OS (Android 9.0 Pie),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Super Amoled,75.2 mm  157.7 mm  8.5 mm,128 GB,85%,196 g,19.5:9
Vivo,Vivo V15,692,//cdn-files.kimovil.com/phone_front/0002/95/thumb_194191_phone_front_x_small.jpeg,On Sale,6.8,6.9,6.4,5.4,7.4,7.9,0,4000 mAh,4x 2.1GHz ARM Cortex A73 + 4x 2.0GHz ARM Cortex A53,395 ppi High Density,6.53,32 Mpx/2.0,12 Mpx/1.79,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),MediaTek Helio P70,6 GB RAM,1080 x 2340 px,LCD IPS,75.9 mm  162.0 mm  8.5 mm,64 GB,85%,189 g,19.5:9
Vivo,Vivo S1,280,//cdn-files.kimovil.com/phone_front/0002/100/thumb_199153_phone_front_x_small.jpeg,On Sale,6.7,6.7,6.3,5.3,7.5,7.9,0,3940 mAh,4x 2.1GHz ARM Cortex A73 + 4x 2.0GHz ARM Cortex A53,395 ppi High Density,6.53,24.8 Mpx/2.0,12.2 Mpx/1.79,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),MediaTek Helio P70,6 GB RAM,1080 x 2340 px,LCD IPS,75.9 mm  162.0 mm  8.5 mm,128 GB,85%,189 g,19.5:9
Vivo,Vivo X27 Pro,426,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197390_phone_front_x_small.jpeg,On Sale,7.8,6.9,8.8,7.3,7.9,8.2,0,4000 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",401 ppi Very high density,6.7,32 Mpx/2.0,48 Mpx/1.79,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 710,8 GB RAM,1080 x 2460 px,Super Amoled,74.6 mm  165.7 mm  9.0 mm,256 GB,89%,200 g,19.5:9
Vivo,Vivo Z3x,170,//cdn-files.kimovil.com/phone_front/0003/06/thumb_205758_phone_front_x_small.jpeg,On Sale,6.1,5.4,5.2,5.7,6.8,7.5,0,3260 mAh,4x Kryo 260 2.2 Ghz,403 ppi Very high density,6.26,16 Mpx/2.0,13 Mpx/2.2,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 660 MSM8976 Plus,4 GB RAM,1080 x 2280 px,LCD IPS,75.0 mm  154.8 mm  7.9 mm,64 GB,84%,150 g,19:09
Vivo,Vivo S1 Pro,362,//cdn-files.kimovil.com/phone_front/0003/07/thumb_206921_phone_front_x_small.jpeg,On Sale,6.9,6.3,6.6,6.1,7.7,7.9,0,3700 mAh,2x Kryo 460 2.0 Ghz + 6x Kryo 460 1.7 Ghz,403 ppi Very high density,6.39,32 Mpx/2.0,48 Mpx/1.79,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 675,8 GB RAM,1080 x 2340 px,Super Amoled,74.7 mm  157.3 mm  8.2 mm,128 GB,85%,185 g,19.5:9
Vivo,Vivo Z5x,144,//cdn-files.kimovil.com/phone_front/0003/11/thumb_210985_phone_front_x_small.jpeg,On Sale,7.1,8.5,6.2,6,7.5,7.1,0,5000 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",395 ppi High Density,6.53,16 Mpx/2.0,16 Mpx/1.78,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 710,4 GB RAM,1080 x 2340 px,LCD IPS,77.3 mm  162.4 mm  8.9 mm,64 GB,83%,204 g,19.5:9
Vivo,Vivo iQOO Neo,361,//cdn-files.kimovil.com/phone_front/0003/18/thumb_217925_phone_front_x_small.jpeg,On Sale,6.8,7.9,4.6,6.3,8.2,7.1,0,4420 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,404 ppi Very high density,6.38,12.2 Mpx/2.0,12.2 Mpx,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2340 px,Amoled,75.2 mm  159.5 mm  8.1 mm,128 GB,83%,195 g,19.5:9
Vivo,Vivo Y7s,242,//cdn-files.kimovil.com/phone_front/0003/25/thumb_224914_phone_front_x_small.jpeg,On Sale,7.1,7.9,7.3,5.3,7.5,7.7,0,4500 mAh,2x2.0 GHz ARM Cortex,404 ppi Very high density,6.38,16 Mpx/2.0,16 Mpx/1.78,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),MediaTek Helio P65 (MT6768),6 GB RAM,1080 x 2340 px,Super Amoled,75.2 mm  159.5 mm  8.1 mm,128 GB,83%,179 g,19.5:9
Vivo,Vivo Z5,322,//cdn-files.kimovil.com/phone_front/0003/31/thumb_230031_phone_front_x_small.jpeg,On Sale,7.3,7.9,7.3,6.2,7.7,7.3,0,4500 mAh,2x2.2 GHz Kryo 360+6x 1.7 GHz Kryo 360,404 ppi Very high density,6.38,32 Mpx/--,48 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 712,6 GB RAM,1080 x 2340 px,Super Amoled,75.2 mm  159.5 mm  8.3 mm,128 GB,83%,187 g,19.5:9
Vivo,Vivo iQOO Pro,378,//cdn-files.kimovil.com/phone_front/0003/40/thumb_239304_phone_front_x_small.jpeg,On Sale,8.2,8,8.4,8.1,8.8,7.5,0,4500 mAh,1x 2.96 GHz Kryo 485,402 ppi Very high density,6.41,12 Mpx/2.0,48 Mpx/1.79,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 855 Plus,8 GB RAM,1080 x 2340 px,Super Amoled,75.7 mm  158.8 mm  9.3 mm,128 GB,83%,215 g,19.5:9
Vivo,Vivo Nex 3,539,//cdn-files.kimovil.com/phone_front/0003/48/thumb_247914_phone_front_x_small.jpeg,On Sale,8.3,7.9,8.7,8,8.6,8.4,0,4500 mAh,1x 2.96 GHz Kryo 485,363 ppi High Density,6.89,16 Mpx/2.0,64 Mpx/1.8,Android 9.0P,Funtouch 9.0 OS (Android 9.0 Pie),Qualcomm Snapdragon 855 Plus,8 GB RAM,1080 x 2256 px,Super Amoled,76.1 mm  167.4 mm  9.4 mm,128 GB,93%,217 g,19:09
Vivo,Vivo U3x,120,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253597_phone_front_x_small.jpeg,On Sale,6.4,8.6,5.4,5.3,6.8,5.7,0,5000 mAh,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,268 ppi Medium Density,6.35,8 Mpx/1.8,13 Mpx/2.2,Android 9.0P,Funtouch 9.1 OS (Android 9.0 Pie),Qualcomm Snapdragon 665,3 GB RAM,720 x 1544 px,LCD IPS,76.8 mm  159.4 mm  8.9 mm,32 GB,81%,191 g,19.5:9
Vivo,Vivo U3,230,//cdn-files.kimovil.com/phone_front/0003/65/thumb_264025_phone_front_x_small.jpeg,On Sale,7.1,8.5,5.7,6.1,7.6,7.4,0,5000 mAh,2x Kryo 460 2.0 Ghz + 6x Kryo 460 1.7 Ghz,395 ppi High Density,6.53,16 Mpx/2.0,16 Mpx/1.78,Android 9.0P,Funtouch 9.1 OS (Android 9.0 Pie),Qualcomm Snapdragon 675,6 GB RAM,1080 x 2340 px,TFT LCD (IPS),76.5 mm  162.2 mm  8.9 mm,64 GB,84%,193 g,19.5:9
Vivo,Vivo iQOO Neo 855,445,//cdn-files.kimovil.com/phone_front/0003/67/thumb_266180_phone_front_x_small.jpeg,On Sale,7.6,8,7.6,6.8,8.3,7.2,0,4500 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,404 ppi Very high density,6.38,16 Mpx/2.0,12 Mpx/1.79,Android 9.0P,Funtouch 9.1 OS (Android 9.0 Pie),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,75.2 mm  159.5 mm  8.1 mm,64 GB,83%,195 g,19.5:9
Vivo,Vivo Y5s,239,//cdn-files.kimovil.com/phone_front/0003/72/thumb_271882_phone_front_x_small.jpeg,On Sale,7,8.5,5.7,5.8,7.5,7.4,0,5000 mAh,2x2.0 GHz ARM Cortex,395 ppi High Density,6.53,16 Mpx/2.0,16 Mpx/1.78,Android 9.0P,Funtouch 9.2 OS (Android 9.0 Pie),MediaTek Helio P65 (MT6768),6 GB RAM,1080 x 2340 px,LCD IPS,76.5 mm  162.2 mm  8.9 mm,128 GB,84%,193 g,19.5:9
Vivo,Vivo S5,297,//cdn-files.kimovil.com/phone_front/0003/76/thumb_275499_phone_front_x_small.jpeg,On Sale,7.5,7.5,8.2,6,7.7,8.1,0,4100 mAh,2x2.2 GHz Kryo 360+6x 1.7 GHz Kryo 360,411 ppi Very high density,6.44,32 Mpx/2.4,48 Mpx/1.79,Android 9.0P,Funtouch 9.1 OS (Android 9.0 Pie),Qualcomm Snapdragon 712,8 GB RAM,1080 x 2400 px,Super Amoled,73.9 mm  157.9 mm  8.6 mm,128 GB,85%,188 g,20:09
Vivo,Vivo Z5i,272,//cdn-files.kimovil.com/phone_front/0003/81/thumb_280954_phone_front_x_small.jpeg,On Sale,7.3,8.5,7.4,5.5,7.6,7.3,0,5000 mAh,2x Kryo 460 2.0 Ghz + 6x Kryo 460 1.7 Ghz,395 ppi High Density,6.53,16 Mpx/2.0,16 Mpx/1.78,Android 9.0P,Funtouch 9.2 OS (Android 9.0 Pie),Qualcomm Snapdragon 675,6 GB RAM,1080 x 2340 px,LCD IPS,76.5 mm  162.2 mm  8.9 mm,128 GB,84%,193 g,19.5:9
Vivo,Vivo Y9s,280,//cdn-files.kimovil.com/phone_front/0003/88/thumb_287777_phone_front_x_small.jpeg,On Sale,7,7.9,6.6,6.2,7.5,7,0,4500 mAh,4x2.0 GHz Kryo 260 + 4x 1.7 GHz Kryo 260,404 ppi Very high density,6.38,32 Mpx/2.0,48 Mpx/1.8,Android 9.0P,Funtouch 9.2 OS (Android 9.0 Pie),Qualcomm Snapdragon 665,8 GB RAM,1080 x 2340 px,Super Amoled,75.2 mm  159.3 mm  8.7 mm,128 GB,83%,187 g,19.5:9
Vivo,Vivo X30 Pro,506,//cdn-files.kimovil.com/phone_front/0003/90/thumb_289240_phone_front_x_small.jpeg,On Sale,8.2,7.9,8.7,8.3,8.2,8,0,4350 mAh,2x2.2GHz ARM Cortex,409 ppi Very high density,6.44,32 Mpx/2.5,64 Mpx/1.8,Android 9.0P,Funtouch 10 OS (Android 9.0 Pie),Samsung Exynos 980,8 GB RAM,1080 x 2400 px,Super Amoled,74.1 mm  158.5 mm  8.8 mm,128 GB,85%,199 g,20:09
Vivo,Vivo X30,452,//cdn-files.kimovil.com/phone_front/0003/90/thumb_289205_phone_front_x_small.jpeg,On Sale,8,7.9,8.2,7.9,8.2,8,0,4350 mAh,2x2.2GHz ARM Cortex,409 ppi Very high density,6.44,32 Mpx/2.5,64 Mpx/1.8,Android 9.0P,Funtouch 10 OS (Android 9.0 Pie),Samsung Exynos 980,8 GB RAM,1080 x 2400 px,Super Amoled,74.1 mm  158.5 mm  8.8 mm,128 GB,85%,196 g,20:09
Vivo,Vivo iQOO 3,583,//cdn-files.kimovil.com/phone_front/0004/29/thumb_328693_phone_front_x_small.jpeg,On Sale,8.7,7.9,8.3,9.1,9.2,8.9,0,4440 mAh,Kryo 585 1x Cortex,409 ppi Very high density,6.44,16 Mpx/2.45,48 Mpx/1.79,Android 10Q,Android 10,Qualcomm Snapdragon 865,8 GB RAM,1080 x 2400 px,Super Amoled,74.9 mm  158.5 mm  9.2 mm,128 GB,87%,214 g,20:09
Vivo,Vivo Z6,323,//cdn-files.kimovil.com/phone_front/0004/29/thumb_328175_phone_front_x_small.jpeg,Presell,7.8,8.7,8,6.8,8.1,7.5,0,5000 mAh,1x Cortex,401 ppi Very high density,6.57,16 Mpx/2.5,48 Mpx/1.79,Android 10Q,Android 10,Qualcomm Snapdragon 765G,6 GB RAM,1080 x 2400 px,LCD IPS,75.7 mm  164.0 mm  9.2 mm,128 GB,83%,201 g,20:09
Vivo,Vivo NEX 3s 5G,680,//cdn-files.kimovil.com/phone_front/0004/36/thumb_335130_phone_front_x_small.jpeg,On Sale,8.7,8,8.8,9.1,9,8.7,0,4500 mAh,Kryo 585 1x Cortex,363 ppi High Density,6.89,16 Mpx/2.09,64 Mpx/1.8,Android 10Q,FunTouch OS 10 (Android 10),Qualcomm Snapdragon 865,8 GB RAM,1080 x 2256 px,Super Amoled,76.1 mm  167.4 mm  9.4 mm,256 GB,93%,219 g,19:09
Vivo,Vivo S6,385,//cdn-files.kimovil.com/phone_front/0004/46/thumb_345738_phone_front_x_small.jpeg,On Sale,7.5,8,7,7.1,8.1,7.2,0,4500 mAh,2x2.2GHz ARM Cortex,409 ppi Very high density,6.44,32 Mpx/2.09,48 Mpx/1.79,Android 10Q,FunTouch OS 10 (Android 10),Samsung Exynos 980,8 GB RAM,1080 x 2400 px,Amoled,74.7 mm  161.2 mm  8.7 mm,128 GB,83%,181 g,20:09
Vivo,Vivo iQoo Neo3,456,//cdn-files.kimovil.com/phone_front/0004/56/thumb_355257_phone_front_x_small.jpeg,Presell,8.1,8,7.1,8.4,9.1,7.8,0,4500 mAh,Kryo 585 1x Cortex,402 ppi Very high density,6.57,16 Mpx/2.0,48 Mpx/1.79,Android 10Q,Android 10,Qualcomm Snapdragon 865,6 GB RAM,1080 x 2408 px,LCD IPS,75.6 mm  163.7 mm  8.9 mm,128 GB,84%,198 g,20:09
OnePlus,OnePlus 3T,319,//cdn-files.kimovil.com/phone_front/0001/28/thumb_27544_phone_front_x_small.jpeg,On Sale,6.8,6,7.4,6.8,7.4,6.6,0,3400 mAh,Dual cluster Kryo 2x2.35GHz + 2x1.6GHz,401 ppi Very high density,5.5,16 Mpx/2.0,16 Mpx/2.0,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 821 2.35GHz,6 GB RAM,1080 x 1920 px,Amoled,74.7 mm  152.7 mm  7.4 mm,64 GB,73%,158 g,16:09
OnePlus,OnePlus 5,311,//cdn-files.kimovil.com/phone_front/0001/75/thumb_74270_phone_front_x_small.jpeg,On Sale,7.1,5.7,7.4,8.4,7.5,6.4,0,3300 mAh,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,401 ppi Very high density,5.5,16 Mpx/2.0,16 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 835,6 GB RAM,1080 x 1920 px,Amoled,74.7 mm  152.7 mm  7.3 mm,64 GB,73%,153 g,16:09
OnePlus,OnePlus 5T,277,//cdn-files.kimovil.com/phone_front/0002/06/thumb_105772_phone_front_x_small.jpeg,On Sale,7.3,5.6,7.6,8.8,7.5,6.8,0,3300 mAh,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,402 ppi Very high density,6.01,16 Mpx/2.0,16 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,Qualcomm Snapdragon 835,6 GB RAM,1080 x 2160 px,Amoled,75.0 mm  156.1 mm  7.3 mm,64 GB,79%,162 g,18:09
OnePlus,OnePlus 6,482,//cdn-files.kimovil.com/phone_front/0002/40/thumb_139870_phone_front_x_small.jpeg,On Sale,7.6,5.5,7.8,9,7.9,7.7,0,3300 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,402 ppi Very high density,6.28,16 Mpx/2.0,16 Mpx/1.7,Android 10Q,Oxygen 10 (Android 10),Qualcomm Snapdragon 845,6 GB RAM,1080 x 2280 px,Amoled,75.4 mm  155.7 mm  7.8 mm,64 GB,83%,177 g,19:09
OnePlus,OnePlus 7 Pro,710,//cdn-files.kimovil.com/phone_front/0003/08/thumb_207554_phone_front_x_small.jpeg,On Sale,8.4,7,8.6,9,8.5,9,0,4000 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,515 ppi Very high density,6.67,16 Mpx/2.0,48 Mpx/1.6,Android 10Q,Oxygen 10 (Android 10),Qualcomm Snapdragon 855,6 GB RAM,1440 x 3120 px,Amoled,75.9 mm  162.6 mm  8.8 mm,128 GB,88%,206 g,19.5:9
OnePlus,OnePlus 7,661,//cdn-files.kimovil.com/phone_front/0003/09/thumb_208601_phone_front_x_small.jpeg,On Sale,8.1,6.3,8.4,8.9,8.3,8.5,0,3700 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,403 ppi Very high density,6.41,16 Mpx/2.0,48 Mpx/1.7,Android 10Q,Oxygen 10 (Android 10),Qualcomm Snapdragon 855,6 GB RAM,1080 x 2340 px,Amoled,74.8 mm  157.7 mm  8.2 mm,128 GB,85%,182 g,19.5:9
OnePlus,OnePlus 7T,640,//cdn-files.kimovil.com/phone_front/0003/55/thumb_254189_phone_front_x_small.jpeg,On Sale,8.2,6.5,8.6,8.7,8.6,8.8,0,3800 mAh,1x 2.96 GHz Kryo 485,402 ppi Very high density,6.55,16 Mpx/2.0,48 Mpx/1.6,Android 10Q,Oxygen 10 (Android 10),Qualcomm Snapdragon 855 Plus,8 GB RAM,1080 x 2340 px,Amoled,74.4 mm  160.9 mm  8.1 mm,128 GB,86%,190 g,20:09
OnePlus,OnePlus 7T Pro,737,//cdn-files.kimovil.com/phone_front/0003/61/thumb_260312_phone_front_x_small.jpeg,On Sale,8.5,7.5,8.6,8.8,8.7,9,0,4085 mAh,1x 2.96 GHz Kryo 485,516 ppi Very high density,6.67,16 Mpx/2.0,48 Mpx/1.6,Android 10Q,Oxygen 10 (Android 10),Qualcomm Snapdragon 855 Plus,8 GB RAM,1440 x 3120 px,Amoled,75.9 mm  162.6 mm  8.8 mm,256 GB,88%,206 g,19.5:9
OnePlus,OnePlus 8 Pro,882,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351411_phone_front_x_small.jpeg,On Sale,9,8.1,9.1,9.5,8.9,9.4,0,4510 mAh,Kryo 585 1x Cortex,513 ppi Very high density,6.78,16 Mpx/2.45,48 Mpx/1.7,Android 10Q,OxygenOS 10 (Android 10),Qualcomm Snapdragon 865,8 GB RAM,1440 x 3168 px,Amoled,74.4 mm  165.3 mm  8.5 mm,128 GB,90%,199 g,20:09
OnePlus,OnePlus 8,665,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351410_phone_front_x_small.jpeg,On Sale,8.8,7.8,8.6,9.3,9,9.1,0,4300 mAh,Kryo 585 1x Cortex,402 ppi Very high density,6.55,16 Mpx/2.45,48 Mpx/1.75,Android 10Q,OxygenOS 10 (Android 10),Qualcomm Snapdragon 865,8 GB RAM,1080 x 2400 px,Amoled,72.9 mm  160.2 mm  8.0 mm,128 GB,88%,180 g,20:09
Google,Google Pixel XL,117,//cdn-files.kimovil.com/phone_front/0001/40/thumb_39854_phone_front_x_small.jpeg,On Sale,6.8,6,7.4,7.6,6.8,6.3,0,3450 mAh,Dual cluster Kryo 2x2.15GHz + 2x1.6GHz,534 ppi Very high density,5.5,8 Mpx/--,12 Mpx/2.0,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 821 2.15GHz,4 GB RAM,1440 x 2560 px,Amoled,75.7 mm  154.7 mm  8.6 mm,32 GB,71%,168 g,16:09
Google,Google Pixel,117,//cdn-files.kimovil.com/phone_front/0001/40/thumb_39851_phone_front_x_small.jpeg,On Sale,6.4,4,7.4,7.6,6.8,6.1,0,2770 mAh,Dual cluster Kryo 2x2.15GHz + 2x1.6GHz,424 ppi Very high density,5,8 Mpx/--,12 Mpx/2.0,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 821 2.15GHz,4 GB RAM,1080 x 1920 px,Amoled,69.5 mm  143.8 mm  8.6 mm,32 GB,69%,143 g,16:09
Google,Google Pixel 2 XL,219,//cdn-files.kimovil.com/phone_front/0001/94/thumb_93317_phone_front_x_small.jpeg,On Sale,7.2,6.1,7.6,8.1,7.4,7,0,3520 mAh,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,538 ppi Very high density,6,8 Mpx/2.4,12.2 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 835,4 GB RAM,1440 x 2880 px,pOLED,76.7 mm  157.9 mm  7.9 mm,64 GB,76%,175 g,18:09
Google,Google Pixel 2,166,//cdn-files.kimovil.com/phone_front/0001/94/thumb_93287_phone_front_x_small.jpeg,On Sale,6.7,3.8,7.7,8.1,7.2,6.8,0,2700 mAh,4x 2.45 GHz Kryo + 4x 2.15 GHz Kryo,443 ppi Very high density,5,8 Mpx/2.4,12 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 835,4 GB RAM,1080 x 1920 px,pOLED,69.7 mm  145.7 mm  7.8 mm,64 GB,67%,143 g,16:09
Google,Google Pixel 3,348,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161509_phone_front_x_small.jpeg,On Sale,7.1,4.5,7,8.7,7.7,7.5,0,2915 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,439 ppi Very high density,5.5,8 Mpx/2.2,12.2 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 845,4 GB RAM,1080 x 2160 px,pOLED,68.2 mm  145.6 mm  7.9 mm,64 GB,78%,148 g,18:09
Google,Google Pixel 3 XL,371,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161490_phone_front_x_small.jpeg,On Sale,7.6,5.9,7,8.8,7.7,8.4,0,3430 mAh,4x2.8 GHz Kryo 385 + 4x1.8 GHz Kryo 385,522 ppi Very high density,6.3,8 Mpx/2.2,12.2 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 845,4 GB RAM,1440 x 2960 px,pOLED,76.7 mm  158.0 mm  7.9 mm,64 GB,83%,184 g,18:09
Google,Google Pixel 3a XL,434,//cdn-files.kimovil.com/phone_front/0003/08/thumb_207251_phone_front_x_small.jpeg,On Sale,7,6.3,7.7,8.2,7,6,0,3700 mAh,2x Kryo 360 2Ghz,402 ppi Very high density,6,8 Mpx/2.0,12 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 670,4 GB RAM,1080 x 2160 px,Oled,76.1 mm  160.1 mm  8.2 mm,64 GB,76%,167 g,18:09
Google,Google Pixel 3a,541,//cdn-files.kimovil.com/phone_front/0003/08/thumb_207251_phone_front_x_small.jpeg,On Sale,6.8,4.9,7.7,8.2,7,6,0,3000 mAh,2x Kryo 360 2Ghz,441 ppi Very high density,5.6,8 Mpx/2.0,12 Mpx/1.8,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 670,4 GB RAM,1080 x 2220 px,Oled,70.1 mm  151.3 mm  8.2 mm,64 GB,75%,147 g,18.5:9
Google,Google Pixel 4 XL,800,//cdn-files.kimovil.com/phone_front/0003/63/thumb_262010_phone_front_x_small.jpeg,On Sale,7.9,6.4,8.5,8.3,8.3,8,0,3700 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,534 ppi Very high density,6.3,16 Mpx/2.0,12 Mpx/1.7,Android 10Q,Android 10,Qualcomm Snapdragon 855,6 GB RAM,1440 x 3040 px,Oled,75.1 mm  160.4 mm  8.2 mm,64 GB,82%,193 g,19:09
Google,Google Pixel 4,508,//cdn-files.kimovil.com/phone_front/0003/63/thumb_262010_phone_front_x_small.jpeg,On Sale,7.3,4,8.5,8.3,8.3,7.4,0,2800 mAh,1x2.84 GHz Kryo 485 + 3x2.4 GHz Kryo 485 + 4x1.8 GHz Kryo 485,443 ppi Very high density,5.7,8 Mpx/2.0,12 Mpx/1.7,Android 10Q,Android 10,Qualcomm Snapdragon 855,6 GB RAM,1080 x 2280 px,Oled,68.8 mm  147.1 mm  8.2 mm,64 GB,80%,162 g,19:09
Oppo,Oppo R7 Plus,150,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5286_phone_front_x_small.jpeg,On Sale,5.7,6.6,6.4,5.9,4.3,5.1,0,4100 mAh,Cortex A53,367 ppi High Density,6,8 Mpx/--,13 Mpx/2.2,Android 5.0Lollipop,ColorOS 2.1 (Android 5.1 Lollipop),Qualcomm Snapdragon 615 MSM8939,3 GB RAM,1080 x 1920 px,LCD IPS,82.3 mm  158.0 mm  7.8 mm,32 GB,76%,203 g,16:09
