brand,phone_name,phone_image,average_rating,battery_rating,camera_rating,connectivity_rating,design_rating,performance_rating,user_rating,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,platform_os,platform_cpu,memory_card_slot,memory_internal,main_camera_single,main_camera_video,sound_loudspeaker,sound_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,battery,battery_talk_time,misc_colors,misc_price,network_3g_bands,network_speed,battery_stand-by
Oppo,Oppo R11s Plus,//cdn-files.kimovil.com/phone_front/0002/01/thumb_100316_phone_front_medium.jpeg,7,6.7,7.9,6.9,6.7,6.9,0,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, November","Available. Released 2017, November",164.8 x 80.2 x 7.3 mm (6.49 x 3.16 x 0.29 in),182 g (6.42 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.43 inches, 106.7 cm (~80.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~376 ppi density)",Android 7.1.1 (Nougat); ColorOS 3.2,Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"microSD, up to 256 GB (uses shared SIM slot)","64 GB, 6 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,-,"Black, Champagne",580,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo R11s,//cdn-files.kimovil.com/phone_front/0002/01/thumb_100270_phone_front_medium.jpeg,6.7,5.3,7.9,6.7,6.6,6.8,0,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, October","Available. Released 2017, November",155.1 x 75.5 x 7.1 mm (6.11 x 2.97 x 0.28 in),153 g (5.40 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.7 cm (~80.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~401 ppi density)",Android 7.1.1 (Nougat); ColorOS 3.2,Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"microSD, up to 256 GB (uses shared SIM slot)","64 GB, 4 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3200 mAh battery,-,"Red, Black, Champagne",450,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo A83,//cdn-files.kimovil.com/phone_front/0002/27/thumb_126562_phone_front_medium.jpeg,4.5,5.2,4.5,2.1,4.7,5.8,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, January","Available. Released 2018, January",150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in),143 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm (~76.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat); ColorOS 3.2,Octa-core 2.5 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","64/32 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, AF, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Non-removable Li-Ion 3180 mAh battery,-,"Gold, Black, Red, Blue",200,"HSDPA 850 / 900 / 2100 - India, Thailand, Pakistan","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo A71 (2018),//cdn-files.kimovil.com/phone_front/0002/49/thumb_148243_phone_front_medium.jpeg,4.8,5,4,4.7,4.7,5.4,0,GSM / UMTS / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, February","Available. Released 2018, February",148.1 x 73.8 x 7.6 mm (5.83 x 2.91 x 0.30 in),137 g (4.83 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 7.1 (Nougat); ; ColorOS 3.2,Octa-core 1.8 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM or 3 GB RAM (India)","13 MP, f/2.2, 1/3"", 1.12µm, PDAF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,-,"Gold, Black, Rose Gold",130,UMTS 900 / 2100 / 850,"HSPA, LTE",-
Oppo,Oppo R15,//cdn-files.kimovil.com/phone_front/0002/32/thumb_131795_phone_front_medium.jpeg,6.9,5.9,7.4,6.9,7.5,7,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, March","Available. Released 2018, April",155.1 x 75.2 x 7.4 mm (6.11 x 2.96 x 0.29 in),175 g (6.17 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm (~84.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)",Android 8.1 (Oreo); ColorOS 5,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)","128 GB, 4/6 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3450 mAh battery,-,"Hot Red, Snow White, Star Purple, Fantasy Pink",460,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",-
Oppo,Oppo A1,//cdn-files.kimovil.com/phone_front/0002/36/thumb_135359_phone_front_medium.jpeg,5.3,5.2,4.1,6.2,5.1,5.8,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, March","Available. Released 2018, April",150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in),143 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm (~76.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1.1 (Nougat); ColorOS 3.2,Octa-core 2.5 GHz Cortex-A53,"microSD, up to 128 GB (dedicated slot)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.2, 1/3"", 1.12µm, PDAF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Non-removable Li-Ion 3180 mAh battery,-,"Deep sea blue, Cherry red, Pearl white",150,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",-
Oppo,Oppo R15 Pro,//cdn-files.kimovil.com/phone_front/0002/32/thumb_131795_phone_front_medium.jpeg,7,5.7,7.6,7,7.5,7.1,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, March","Available. Released 2018, April",156.5 x 75.2 x 8 mm (6.16 x 2.96 x 0.31 in),180 g (6.35 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)",Android 8.1 (Oreo); ColorOS 5,Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"microSD, up to 256 GB (uses shared SIM slot)","128 GB, 6 GB RAM",-,"2160p@30fps, 1080p@60/120fps, 720p@240fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3430 mAh battery,-,"Ceramic Black, Dream Mirror Red",510,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo A3,//cdn-files.kimovil.com/phone_front/0002/38/thumb_137867_phone_front_medium.jpeg,6,5.8,4.7,5.7,6.8,6.9,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, April","Available. Released 2018, May",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),159 g (5.61 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)",Android 8.1 (Oreo); ColorOS 5,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)","128 GB, 4 GB RAM","16 MP, f/1.8, PDAF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3400 mAh battery,-,"Knight Black, Soybean Meal, Stardust Silver, Garnet Red",330,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",-
Oppo,Oppo F7,//cdn-files.kimovil.com/phone_front/0002/33/thumb_132860_phone_front_medium.jpeg,5.9,5.8,4.9,5.2,7,6.8,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, March","Available. Released 2018, April",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),158 g (5.57 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.23 inches, 96.9 cm (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)",Android 8.1 (Oreo); ColorOS 5,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)","64 GB, 4 GB RAM or 128 GB, 6 GB RAM","16 MP, PDAF, f/1.8",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3400 mAh battery,-,"Solar Red, Diamond Black, Moonlight Silver (64GB only)",270,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",-
Oppo,Oppo Find X,//cdn-files.kimovil.com/phone_front/0002/47/thumb_146066_phone_front_medium.jpeg,7.7,6.3,8.2,7.8,7.9,8.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, June","Available. Released 2018, July",156.7 x 74.2 x 9.4 mm (6.17 x 2.92 x 0.37 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm (~87.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)",Android 8.1 (Oreo); ColorOS 5.1,Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),No,"128/256 GB, 8 GB RAM",-,"2160p@30fps, 1080p@240fps, 720p@480fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3730 mAh battery - Standard modelNon-removable Li-Ion 3400 mAh battery - Super Flash Edition,-,"Bordeaux Red, Glacier Blue",600,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat16 1024/150 Mbps",-
Oppo,Oppo A5,//cdn-files.kimovil.com/phone_front/0002/48/thumb_147300_phone_front_medium.jpeg,5.9,7.7,4.9,4.6,6.2,6.3,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, July","Available. Released 2018, July",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Android 8.1 (Oreo); ColorOS 5.1,Octa-core 1.8 GHz Cortex-A53,"microSD, up to 256 GB","32/64 GB, 4 GB RAM",-,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compassFingerprint (rear-mounted), accelerometer, proximity, compass - India only",Non-removable Li-Ion 4230 mAh battery,-,"Blue, Pink, Red",230,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo A3s,//cdn-files.kimovil.com/phone_front/0002/49/thumb_148788_phone_front_medium.jpeg,5.8,7.7,5.2,4.5,6.2,5.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, July","Available. Released 2018, July",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Android 8.1 (Oreo); ColorOS 5.1,Octa-core 1.8 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM",-,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Non-removable Li-Ion 4230 mAh battery,-,"Red, Dark Purple",133,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo R17,//cdn-files.kimovil.com/phone_front/0002/54/thumb_153172_phone_front_medium.jpeg,6.9,6.1,6.2,6.7,7.9,7.5,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, August","Available. Released 2018, September",157.5 x 74.9 x 7.5 mm (6.20 x 2.95 x 0.30 in),182 g (6.42 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),No,"128 GB, 6/8 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",Non-removable Li-Po 3500 mAh battery,-,"Radiant Mist, Ambient Blue, Neon Purple",460,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps",-
Oppo,Oppo RX17 Pro,//cdn-files.kimovil.com/phone_front/0002/54/thumb_153172_phone_front_medium.jpeg,7.6,6.3,7.4,8.5,8.1,7.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, August","Available. Released 2018, November",157.6 x 74.6 x 7.9 mm (6.20 x 2.94 x 0.31 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~85.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"microSD, up to 256 GB (uses shared SIM slot)","128 GB, 6/8 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",Non-removable Li-Po 3700 mAh battery,-,"Radiant Mist, Emerald Green",600,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps",-
Oppo,Oppo A7x,//cdn-files.kimovil.com/phone_front/0002/58/thumb_157375_phone_front_medium.jpeg,6.9,7.7,6.1,6.3,7.5,6.8,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in),169 g (5.96 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)","128 GB, 4 GB RAM",-,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3500 mAh battery,-,"Starry Purple, Ice Flame Blue",270,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps",-
Oppo,Oppo K1,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161652_phone_front_medium.jpeg,6.6,5.9,6.7,5.8,7.9,6.8,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, October",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156 g (5.50 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"microSD, up to 256 GB (dedicated slot)","64 GB, 4/6 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 а/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3600 mAh battery,-,"Blue, Red, Silver Green",210,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo R15x,//cdn-files.kimovil.com/phone_front/0002/64/thumb_163775_phone_front_medium.jpeg,6.4,6.1,5.4,6.1,7.4,7.1,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, November",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156 g (5.50 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),No,"128 GB, 6 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 а/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3600 mAh battery,-,"Nebula, Silver Green",350,HSDPA 850 / 1700(AWS) / 2100 / 900,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Oppo,Oppo RX17 Neo,//cdn-files.kimovil.com/phone_front/0002/70/thumb_169458_phone_front_medium.jpeg,7,6.1,6.3,7.5,8.1,6.9,0,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, November","Available. Released 2018, November",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156 g (5.50 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~84.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Android 8.1 (Oreo); ColorOS 5.2,Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"microSD, up to 256 GB","128 GB, 4 GB RAM",-,"2160p@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",Non-removable Li-Ion 3600 mAh battery,-,"Blue, Red",350,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps",-
Oppo,Oppo F11 Pro,//cdn-files.kimovil.com/phone_front/0002/95/thumb_194690_phone_front_medium.jpeg,7.2,6.8,7.9,5.8,7.9,7.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in),190 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 103.6 cm (~84.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)",Android 9.0 (Pie); ColorOS 6,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)","64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM",-,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,-,"Thunder Black, Aurora Green",320,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps",-
Oppo,Oppo F11,//cdn-files.kimovil.com/phone_front/0002/95/thumb_194236_phone_front_medium.jpeg,7.2,7,7.6,6.1,8,7.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Coming soon. Exp. release 2019, April",162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),188 g (6.63 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 105.2 cm (~85.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)",Android 9.0 (Pie); ColorOS 6,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)","128 GB, 6 GB RAM or 64 GB, 4 GB RAM",-,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4020 mAh battery,-,"Flourite Purple, Marble Green, Jewelry White",250,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps",-
